Clinic,street1,street2,city,state,zip,county,phone,website,lat,lon,treatment
Sterling,21641 Ridgetop Cir STE 105,NA,Sterling,VA,20166,,703-840-4704,,39.02581592,-77.4085543,HC
"Steven Baker,NP",310 Cloverleaf Square Suite B2,NA,Big Stone Gap,VA,24219,WISE,276-409-5055,,36.8649,-82.7632,BUPREN
"StevenBernardEisenstein,MD",161 Bush River Drive,Farmville,Va,VA,23901,PRINCE EDWARD,434-392-6455,,37.2802,-78.355,BUPREN
"StevenDeanBridges,MD",526 North Henry Street,NA,Alexandria,VA,22314,ALEXANDRIA CITY,703-348-9110,,38.8109,-77.0505,BUPREN
StoneMountainHealth,512 Dryden Loop,NA,Dryden,VA,24243,,276-546-5310,,36.77532976,-82.94912301,HC
STONEYBROOKPHYSICIANS,15425 Warwick Blvd STE H,NA,Newport News,VA,23608,,757-874-8400,http://pich.org,37.15029736,-76.55437927,HC
STONYCREEKCOMMUNITY,12454 Hartley St,NA,Stony Creek,VA,23882,,434-246-6100,http://lelder@stonycreek.org,36.94745597,-77.40037817,HC
"SulmanAzizMirza, ",46175 Westlake Drive,Suite 410,Sterling,VA,20165,LOUDOUN,571-293-1551,,39.0342,-77.4031,BUPREN
"SungCheol Kim,NP",501 North 2nd Street,NA,Richmond,VA,23219,RICHMOND CITY,804-628-6777,,37.5465,-77.438,BUPREN
SurryMedicalCenter,440 Colonial Trl W,NA,Dendron,VA,23839,,804-834-8871,,37.12469748,-76.85016297,HC
"SusanLeighHorne,NP",113 Short Street Suite 1,NA,Pounding Mill,VA,24637,TAZEWELL,540-202-2554,,37.0642,-81.7446,BUPREN
"SusanTracyRoberts, ",1661 Turner Spur Road,NA,Fancy Gap,VA,24328,CARROLL,276-728-0735,,36.6866,-80.6496,BUPREN
"TammiseJosetteHastingsStine,NP",1711 Church St Suite B,NA,Norfolk,VA,23504,,757-590-4428,,36.8635,-76.2799,BUPREN
"TammyAnnBranham,NP",329 Bonham Road,NA,Bristol,VA,24201,,276-644-9899,,36.6233,-82.13,BUPREN
"TammyAnnBranham,NP",8008 Main Street,NA,Pound,VA,24279,WISE,276-796-4586,,37.1251,-82.617,BUPREN
"TammyAnnBranham,NP","1014 Park Avenue, NW",NA,Norton,VA,24273,,276-409-5554,,36.9324,-82.634,BUPREN
"TammyRJones,NP",110 Wright Street,NA,Marion,VA,24354,SMYTH,276-783-7154,,36.8303,-81.5079,BUPREN
"TanyaDawnKeller,NP",754 East Main Street,NA,Lebanon,VA,24266,RUSSELL,276-415-9600,,36.9022,-82.0646,BUPREN
"TaraTowlerGuida,PA",505 S Independence Boulevard,NA,Virginia Beach,VA,23452,VIRGINIA BEACH CITY,757-933-3130,,36.825,-76.1299,BUPREN
TazewellCommunityHealth,386 Ben Bolt Ave,NA,Tazewell,VA,24651,,276-979-9899,http://svchs.com,37.12594122,-81.48972357,HC
Tazewell -NewDayRecovery,388 Ben Bolt Ave STE 4,NA,Tazewell,VA,24651,,276-979-9899,,37.123746,-81.48901295,HC
"TeashiaGaleRoeske, ",1301 First Colonial Road,NA,Virginia Beach,VA,23454,VIRGINIA BEACH CITY,757-222-1230,,36.869,-76.0326,BUPREN
"TeddieJoeSnodgrass, ",105 Falling Rock Road,NA,Saltville,VA,24370,SMYTH,808-342-7843,,36.9029,-81.7691,BUPREN
"TeresaElaineBurnett,NP",316 Warren Avenue,Suite 1,Front Royal,VA,20186,WARREN,540-497-1454,,38.9232,-78.1929,BUPREN
"Teresa Gibson,NP",102 Highland A,Suite 303,Roanoke,VA,24095,,540-874-5873,,37.2238,-79.7288,BUPREN
"Teresa Tyson,NP",208 Front Street W,NA,Coeburn,VA,24230,WISE,276-455-5556,,36.9418,-82.4719,BUPREN
"TerrindaStevetteAlston, ",355 Crawford Street,Suite 300,Portsmouth,VA,23704,PORTSMOUTH CITY,757-396-6333,,36.838,-76.2975,BUPREN
"ThaddeusMarkhamGarland,MD",10521 Rosehaven Street,Suite 100,Farifax,VA,22030,FAIRFAX,888-285-2269,,38.8758,-77.3081,BUPREN
THEHEALINGPLACE,700 Dinwiddie Ave,NA,Richmond,VA,23224,,804-783-2505 x230,,37.5174305,-77.43463903,HC
"TheodoraClaudetteRobinson,NP",4401 Decatur Drive,NA,Woodbridge,VA,22193,PRINCE WILLIAM,703-338-9036,,38.6237,-77.3421,BUPREN
"TheresaTickleOwens,NP","710 West Ridge Road, Suite 220",NA,Wytheville,VA,24382,WYTHE,276-223-3200,,36.9533,-81.0967,BUPREN
TheSouthsideCommunity,180 E Belt Blvd,NA,Richmond,VA,23224,,804-292-3011,,37.50612658,-77.48151566,HC
"ThomasBradleyMurray,MD",1215 Lee St.,NA,Charlottesville,VA,22903,ACCOMACK,434-443-0560,,37.6889,-75.7263,BUPREN
"ThomasGerardKraemer, ",1957 west main street,NA,salem,VA,24153,,540-541-1168,,37.2898,-80.0919,BUPREN
"ThomasGreshamHollandsworth,MD",25074 Serenity Lane,NA,Onancock,VA,23417,ACCOMACK,757-414-0400,,37.7,-75.7385,BUPREN
"Thomas Kannon,NP",1919 Commerce Dr,Suite 320,Hampton,VA,23666,CHESAPEAKE CITY,757-223-0500,,36.7508,-76.225,BUPREN
THOMPSONFAMILYHEALTH,1721 Lovers Gap Rd,NA,Vansant,VA,24656,,276-597-7081,,37.22216065,-82.099789,HC
ThomsonDriveDental,1927 Thomson Dr,NA,Lynchburg,VA,24501,,434-200-3366,,37.41813802,-79.17511491,HC
ThriveworksCounseling,1657 West Broad Street,Suite 200,Richmond,VA,23220,Richmond City,804-277-4137,http://,37.5550563,-77.4585154,MH
"TiffineySmithThompson,NP",615 N. Birdneck Road,Ste. 109,Virginia Beach,VA,23451,VIRGINIA BEACH CITY,757-422-0684,,36.8527,-75.9952,BUPREN
"TikeamaLatoyaBuckingham,NP",2790 Godwin Blvd,Suite 210,Suffolk,VA,23434,,757-942-4442,,36.7729,-76.5812,BUPREN
TimberRidgeSchool,1463 New Hope Road,NA,Cross Junction,VA,22625,Frederick,540-888-3456,http://www.timberridgeschool.org,39.376208,-78.311558,MH
"TimothyEverettYarboro, ",2100 Washington Boulevard Floor 2,Department of Human Services,Arlington,VA,22204,ARLINGTON,703-228-5587,,38.8735,-77.0832,BUPREN
"TinaJBMyer,PMHNP",3042 Valley Avenue,NA,Winchester,VA,22601,WINCHESTER CITY,800-959-6280,,39.1435,-78.1886,BUPREN
"TinaMarieWebb, ",306 S. Main Street,NA,Rural Retreat,VA,24368,SMYTH,276-686-4007,,36.8919,-81.2751,BUPREN
T.K.MCKEEHOSPITAL,319 5th Ave,NA,Saltville,VA,24370,,276-496-4492,http://svchs.com,36.88091854,-81.75716504,HC
"TracieBarksdaleHampton, ",101 Cleveland Avenue,Suite D,Martinsville,VA,24112,HENRY,276-336-3326,,36.7364,-79.9595,BUPREN
Tri-AreaCommunityHealth,180 Ferrum Mountain Rd,NA,Ferrum,VA,24088,,540-365-4469,http://www.triareahealth.org,36.92670624,-80.01917272,HC
Tri-AreaCommunityHealth,140 Christiansburg Pike NE,NA,Floyd,VA,24091,,540-745-9290,,36.91795117,-80.30911147,HC
Tri-AreaCommunityHealth,18877 Jeb Stuart Hwy,NA,Stuart,VA,24171,,276-694-4466,,36.64616088,-80.25134063,HC
Tri-AreaCommunityHealth,14558 Danville Pike,NA,Laurel Fork,VA,24352,,276-398-2292,http://www.triareahealth.com,36.71830375,-80.50825879,HC
Tri-AreaCommunityHealth,14168 Danville Pike,NA,Laurel Fork,VA,24352,,276-398-2292,,36.71839453,-80.51478234,HC
Tri-AreaCommunityHealth,109 Carroll Dr,NA,Fries,VA,24330,,866-942-0401,,36.71160179,-80.96936578,HC
Tri-AreaCommunityHealth -,6436 Troutdale Hwy,NA,Troutdale,VA,24378,,866-942-0401,,36.65284985,-81.40553674,HC
"TuyetanhNguyenEichholz, ",1300 Jefferson Park Ave,5th Floor,Charlottesville,VA,22903,ROCKBRIDGE,434-982-1700,,37.8037,-79.405,BUPREN
TyeRiverElementarySchool,5198 Thomas Nelson Hwy,NA,Arrington,VA,22922,,434-263-8960,,37.709965,-78.91292302,HC
UMFS,13525 Leland Road,NA,Centreville,VA,20120,Fairfax,703-222-3558 x102,http://www.umfs.org,38.8431373,-77.4149267,MH
UnitedMethodistFamilyServices,3900 West Broad Street,NA,Richmond,VA,23230,Henrico,804-353-4461 x1100,http://www.umfs.org/services/residential-treatment/cfhc/,37.5731196,-77.4804217,MH
"ValdaReginaCrowder, ",1390 Chain Bridge Road,#A107,McLean,VA,22101,FAIRFAX,202-669-1607,,38.9362,-77.1766,BUPREN
ValleyHealthSMHBehavioralHealth,759 South Main Street,Suite 102,Woodstock,VA,22664,Shenandoah,540-536-4881,http://www.valleyhealthlink.com,38.8703378,-78.5125725,MH
VAMEDHealthGroupLLC,320 North Hawksbill Street,Suite 204,Luray,VA,22835,Page,540-215-2211,http://www.vamedicaid.net,38.6696876,-78.4617944,SU
VAMEDHealthGroupLLC,2281 Valley Avenue,NA,Winchester,VA,22601,Winchester City,540-215-2211,http://www.vamedicaid.net,39.1612256,-78.1861128,SU
VanPeltElementarySchool,200 Spring Hill Ter,NA,Bristol,VA,24201,,276-496-4492,,36.62176036,-82.13877574,HC
Vansant RespiratoryCare,1060 Anchorage Cir,NA,Vansant,VA,24656,,276-498-1625,,37.23884521,-82.07471948,HC
VBMC -VirginiaBeachMethadoneClinic,"1728 Virginia Beach Blvd., Suite 113",NA,Virginia Beach,VA,23454,,757 437-0411,,36.842872,-76.023254,OTP
VERNONJ.HARRISEASTEND,719 N 25th St,NA,Richmond,VA,23223,,804-780-0840,http://www.cahealthnet.org,37.53575816,-77.41484005,HC
VICTORIAELEMENTARYSCHOOL,1521 8th St,NA,Victoria,VA,23974,,434-696-2163,http://www.sdhsinc.com,36.99567027,-78.22578656,HC
"VictoriaMarieMcKay,NP",603 Jefferson Davis Hwy,NA,Fredericksburg,VA,22501,SPOTSYLVANIA,540-384-2028,,38.2395,-77.4992,BUPREN
"VictoriaMarieMcKay,NP",621 Jefferson Davis Hsy,Suite 201,Fredericksburg,VA,22401,SPOTSYLVANIA,540-372-2028,,38.2395,-77.4992,BUPREN
VirginiaBeachFamily,936 General Booth Blvd,NA,Virginia Beach,VA,23451,,757-425-3610,,36.80862353,-75.99040007,HC
VirginiaBeachFamily,940 General Booth Blvd,NA,Virginia Beach,VA,23451,,757-425-3610,,36.80821014,-75.99053778,HC
VirginiaBeachHousing,104 N Witchduck Rd,NA,Virginia Beach,VA,23462,,757-591-0643,,36.84155448,-76.15815858,HC
VIrginiaHighSchool,650 Long Crescent Dr,NA,Bristol,VA,24201,,276-496-4492,http://SVCHS.com,36.62498426,-82.17620787,HC
"VirginiaTreatmentCenter,LLC",3208 Hershberger Road,NA,Roanoke,VA,24017,,540 366-5248,,37.303757,-79.981263,OTP
WarwickBoulevard,9294 Warwick Blvd,NA,Newport News,VA,23607,,757-591-0643,http://www.pich.org,37.02123265,-76.45185736,HC
WaverlyMedicalCenter,344 W Main St,NA,Waverly,VA,23890,,804-834-8871,,37.03577977,-77.0961782,HC
"WendyAnneCalender-Howlett, ","3143 Magic Hollow,  Suite 200",NA,Virginia Beach,VA,23453,,757-385-8222,,36.8047,-76.0793,BUPREN
"WendyAnnGraefe,CNM",Sentara Norfolk General Hospital,600 Gresham Drive,Norfolk,VA,23507,NORFOLK CITY,757-739-9239,,36.8623,-76.3032,BUPREN
"WendyLouiseBarker, ",255 Riverside Drive,NA,Bassett,VA,24055,HENRY,276-296-0030,,36.7338,-79.9606,BUPREN
WESTERNLEECOUNTYHEALTH,1446 Dr Thomas Walker Rd,NA,Ewing,VA,24248,,276-445-4826,,36.63524718,-83.43505241,HC
WesternPrimaryHealthCare,9444 Taney Rd,NA,Manassas,VA,20110,,703-680-7950,,38.74113024,-77.47305556,HC
WesternTidewaterCommunityServices,200 East 2nd Avenue,NA,Franklin,VA,23851,Franklin City,757-562-2208,http://www.wtcsb.org,36.67845,-76.921976,MH
WesternTidewaterCommunityServices,1801 South Church Street,NA,Smithfield,VA,23430,Isle of Wight,757-357-7458,http://www.wtcsb.org,36.965702,-76.6062951,MH
WesternTidewaterCommunityServices,135 South Saratoga Street,NA,Suffolk,VA,23434,Suffolk City,757-935-5160,http://www.wtcsb.org,36.7281926,-76.5853499,MH
WesterreConferenceCenter,3831 Westerre Pkwy,NA,Henrico,VA,23233,,434-581-4701,,37.64383031,-77.58080115,HC
WILLIAMA.DAVISCLINIC,1389 Dante Rd,NA,Saint Paul,VA,24283,,276-762-0770,,36.92522536,-82.28586968,HC
"WilliamB.Wolf,MD",4024 Plank Road,NA,Fredericksburg,VA,22407,SPOTSYLVANIA,800-805-6989,,38.2899,-77.5282,BUPREN
"WilliamB.Wolf,MD",21257 foxcroft rd,NA,Middleburg,VA,20117,FAUQUIER,301-529-9653,,38.9173,-77.8616,BUPREN
WinchesterCommunityMHCenterInc,105 Stony Pointe Way,Suite 210,Strasburg,VA,22657,Shenandoah,540-535-1112,http://winchestercmhc.com/,38.9812422,-78.3485316,MH
WinchesterCommunityMHCenterInc,36 Ricketts Drive,NA,Winchester,VA,22601,Winchester City,540-535-1112,http://winchestercmhc.com,39.1652632,-78.1722137,MH
"WinterLaurenMelvin,NP",2117 Smith Ave,Suite F,Cheseapeake,VA,23320,VIRGINIA BEACH CITY,757-904-3319,,36.9056,-76.1224,BUPREN
WoodbridgeMethadoneTreatmentCenter (WMTC),8427 Dorsey Circle,NA,Manassas,VA,20110,,703 330-7517,,38.769505,-77.48628,OTP
WytheYouthAndFamilyServices,540 West Main Street,NA,Wytheville,VA,24382,Wythe,276-223-3291,http://www.mtrogerscsb.com,36.9469714,-81.0877898,MH
"Xin Wang,NP",10520 Judicial Drive,NA,Fairfax,VA,22030,FAIRFAX,703-246-3321,,38.8443,-77.311,BUPREN
"YahairaLynnTarrats,NP",5991 Indian Trail,NA,Suffolk,VA,23437,,757-618-5953,,36.7257,-76.7519,BUPREN
"Yvonne Washington-Turay,NP",521 N. QUINCY ST,NA,Arlington,VA,22203,ARLINGTON,703-841-0703,,38.877,-77.1076,BUPREN
Access Now,2821 Emerywood Parkway,Suite 200,Richmond,VA,23294,,804-622-8145,https://accessnowrva.org/,37.6081248,-77.525434,"specialty, rehab"
Crossover Healthcare Ministry (Richmond clinic),108 Cowardin Avenue,NA,Richmond,VA,23224,,804-655-2794,https://accessnowrva.org/,37.5195404,-77.4498215,"primary, specialty"
Crossover Healthcare Ministry (Henrico clinic),8600 Quioccasin Rd.,NA,Richmond,VA,23229,,804-655-2794,https://accessnowrva.org/,37.6025048,-77.5652831,"primary, specialty"
"Global Health and Education, Inc",4440 Springfield Road,NA,Glen Allen,VA,23059,,804- 712-3873,https://accessnowrva.org/,37.6504532,-77.5618205,non-communicable diseases
GoochlandCares,2999 River Road West,NA,Goochland,VA,23063,,804- 556-6260,https://accessnowrva.org/,37.6864441,-77.8867013,"primary, mental, emergency"
Hanover Interfaith Free Clinics,125 Beverly Road,NA,Ashland,VA,23005,,804-798-8890,https://accessnowrva.org/,37.7576612,-77.4919323,"primary, dental, vision"
Health Brigade,1010 North Thompson Street,NA,Richmond,VA,23230,,804-358-6343,https://accessnowrva.org/,37.5676569,-77.4793059,"primary, mental"
PathwaysÕ Free Specialty Clinic,1200 West Washington Street,NA,Petersburg,VA,23803,,804-862-1104,https://accessnowrva.org/,37.2218894,-77.4230786,primary
Chesapeake Care Clinic,2145 South Military Highway,NA,Chesapeake,VA,23320,,757-545-5700,https://accessnowrva.org/,36.780313,-76.2652456,"primary, dental"
Guadalupe Free Clinic,700 McKinney Blvd,Suite 1100,Colonial Beach,VA,22443,,804-224-0571,https://accessnowrva.org/,38.2539627,-76.9777175,"primary, dental, behavioral, labs"
Gloucester-Matthews Care Clinic,6031 Industrial Parkway,NA,Gloucester,VA,23061,,804-210-1368,https://accessnowrva.org/,37.3688456,-76.533085,"primary, dental, mental"
Northern Neck-Middlesex Free Health Clinic- Middlesex,1544 Regent Road,NA,Syringa,VA,23169,,804-435-0575,https://accessnowrva.org/,37.5761866,-76.4546367,primary
Northern Neck-Middlesex Free Health Clinic- Kilmarnock,51 William B Graham Court,NA,Kilmarnock,VA,22482,,804-435-0575,https://accessnowrva.org/,37.7036332,-76.3896376,"primary, dental"
Old Dominion University Community Cares,1881 University Drive,NA,Virginia Beach,VA,23453,,757-422-2737,https://accessnowrva.org/,36.7812624,-76.0965667,primary
Park Place Health and Dental Clinic,606 West 29th Street,NA,Norfolk,VA,23508,,757-683-2692,https://accessnowrva.org/,36.876039,-76.2912753,dental
Adams Compassionate Health Care Network,4431 Brookfield Corporate Drive,Unit F,Chantilly,VA,20151,,703-542-3366,https://accessnowrva.org/,38.8853946,-77.4384806,"primary, preventative"
Grace Community Clinic,14631 Lee Highway,Suite 313,Centreville,VA,20121,,703-650-9099,https://accessnowrva.org/,38.8345166,-77.4541729,"primary, pediatrics, cardiology"
Mason and Partners Clinic - Culmore,3400 Charles Street,NA,Falls Church,VA,22041,,703-993-5880,https://accessnowrva.org/,38.8533178,-77.1363373,"primary, sexually transmitted disease, depression"
Augusta Regional Dental Clinic,342 Mule Academy Road,NA,Fishersville,VA,22939,,540-221-6635,https://accessnowrva.org/,38.0940914,-78.9803014,dental
Shenandoah Community Health Clinic,124 Valley Vista Drive,NA,Woodstock,VA,22664,,540-459-1700,https://accessnowrva.org/,38.8679821,-78.5158346,"primary, dental, mental"
Bristol Regional Speech and Hearing Center,359 Commonwealth Ave,Suite 100,Bristol,VA,24201,,276-669-6331,https://accessnowrva.org/,36.599542,-82.1887428,"audiology, speech & language therapy"
Brock Hughes Medical Center,450 West Monroe Street,NA,Wytheville,VA,24382,,276-223-0558,https://accessnowrva.org/,36.9482523,-81.0876028,"primary, pharmaceutical, preventive"
Community Access Network - 5th Street,"800 5th Street Martin Luther King, Jr. Blvd",NA,Lynchburg,VA,24504,,434-200-3366,https://accessnowrva.org/,37.4137536,-79.1422464,"primary, pediatrics"
Community Access Network - Park View,2420 Memorial Avenue,NA,Lynchburg,VA,24501,,434-200-3367,https://accessnowrva.org/,37.402828,-79.1671181,"primary, pediatrics"
The Barry Robinson Center,443 Kempsville Road,NA,Norfolk,VA,23502,,757-663-4169,https://www.barryrobinson.org/,36.8476155,-76.194123,
Aster Springs,12790 Kain Road,NA,Glen Allen,VA,23059,,804-979-2800,NA,37.6801131,-77.6367535,
Sandstone Care Teen & Young Adult Treatment Center,13132 Pennypacker Ln,NA,Fairfax,VA,22033,,703-397-8450,NA,38.8735749,-77.4013852,
Embark Behavior Health,1934 Old Gallows Road,NA,Vienna,VA,22182,,571-364-7191,NA,38.9119272,-77.2224625,
Discovery Mood & Anxiety Program,10340 Democracy Lane,Suite 204,Fairfax,VA,22030,,833- 583-0169,NA,38.8496654,-77.301338,
Sandstone Care Teen & Young Adult Treatment Center,5400 Shawnee Rd,Suite 101,Alexandria,VA,22312,,571-556-7505,https://www.sandstonecare.com/locations/alexandria-treatment-center/,38.8057742,-77.1677037,
